x-axis,3,4
second,Volt,Volt
-4.850000E+00,+490.930E-03,+516.033E-03
-4.848050E+00,+490.930E-03,+515.430E-03
-4.846100E+00,+490.930E-03,+520.555E-03
-4.844150E+00,+490.930E-03,+518.746E-03
-4.842200E+00,+490.930E-03,+521.962E-03
-4.840250E+00,+489.925E-03,+521.510E-03
-4.838300E+00,+490.930E-03,+521.510E-03
-4.836350E+00,+490.930E-03,+521.410E-03
-4.834400E+00,+490.930E-03,+518.746E-03
-4.832450E+00,+490.930E-03,+519.349E-03
-4.830500E+00,+490.930E-03,+522.917E-03
-4.828550E+00,+490.930E-03,+516.887E-03
-4.826600E+00,+490.930E-03,+518.545E-03
-4.824650E+00,+490.930E-03,+518.495E-03
-4.822700E+00,+490.930E-03,+520.706E-03
-4.820750E+00,+497.965E-03,+522.515E-03
-4.818800E+00,+485.905E-03,+523.118E-03
-4.816850E+00,+490.930E-03,+523.118E-03
-4.814900E+00,+490.930E-03,+522.364E-03
-4.812950E+00,+490.930E-03,+521.510E-03
-4.811000E+00,+490.930E-03,+518.746E-03
-4.809050E+00,+490.930E-03,+518.997E-03
-4.807100E+00,+490.930E-03,+518.495E-03
-4.805150E+00,+490.930E-03,+517.540E-03
-4.803200E+00,+490.930E-03,+517.641E-03
-4.801250E+00,+490.930E-03,+517.540E-03
-4.799300E+00,+490.930E-03,+517.540E-03
-4.797350E+00,+490.930E-03,+519.098E-03
-4.795400E+00,+490.930E-03,+519.701E-03
-4.793450E+00,+490.930E-03,+523.168E-03
-4.791500E+00,+490.930E-03,+521.460E-03
-4.789550E+00,+490.930E-03,+522.515E-03
-4.787600E+00,+490.930E-03,+522.766E-03
-4.785650E+00,+497.965E-03,+519.349E-03
-4.783700E+00,+493.945E-03,+519.952E-03
-4.781750E+00,+490.930E-03,+517.741E-03
-4.779800E+00,+490.930E-03,+516.334E-03
-4.777850E+00,+490.930E-03,+515.229E-03
-4.775900E+00,+490.930E-03,+515.279E-03
-4.773950E+00,+490.930E-03,+515.882E-03
-4.772000E+00,+490.930E-03,+518.445E-03
-4.770050E+00,+490.930E-03,+519.299E-03
-4.768100E+00,+490.930E-03,+520.354E-03
-4.766150E+00,+490.930E-03,+523.118E-03
-4.764200E+00,+490.930E-03,+520.706E-03
-4.762250E+00,+490.930E-03,+520.153E-03
-4.760300E+00,+490.930E-03,+520.354E-03
-4.758350E+00,+490.930E-03,+517.992E-03
-4.756400E+00,+485.905E-03,+517.088E-03
-4.754450E+00,+490.930E-03,+515.229E-03
-4.752500E+00,+490.930E-03,+515.078E-03
-4.750550E+00,+490.930E-03,+509.701E-03
-4.748600E+00,+490.930E-03,+510.204E-03
-4.746650E+00,+490.930E-03,+510.455E-03
-4.744700E+00,+490.930E-03,+509.902E-03
-4.742750E+00,+483.392E-03,+511.108E-03
-4.740800E+00,+490.930E-03,+509.852E-03
-4.738850E+00,+490.930E-03,+514.274E-03
-4.736900E+00,+490.930E-03,+511.862E-03
-4.734950E+00,+490.930E-03,+513.068E-03
-4.733000E+00,+490.930E-03,+513.068E-03
-4.731050E+00,+490.930E-03,+512.013E-03
-4.729100E+00,+490.930E-03,+508.445E-03
-4.727150E+00,+483.392E-03,+508.897E-03
-4.725200E+00,+490.930E-03,+508.043E-03
-4.723250E+00,+490.930E-03,+506.234E-03
-4.721300E+00,+490.930E-03,+504.324E-03
-4.719350E+00,+497.965E-03,+504.475E-03
-4.717400E+00,+490.930E-03,+503.520E-03
-4.715450E+00,+489.925E-03,+499.399E-03
-4.713500E+00,+487.412E-03,+498.394E-03
-4.711550E+00,+490.930E-03,+498.997E-03
-4.709600E+00,+490.930E-03,+498.646E-03
-4.707650E+00,+490.930E-03,+497.590E-03
-4.705700E+00,+490.930E-03,+493.822E-03
-4.703750E+00,+490.930E-03,+498.244E-03
-4.701800E+00,+490.930E-03,+494.123E-03
-4.699850E+00,+490.930E-03,+495.128E-03
-4.697900E+00,+490.930E-03,+494.475E-03
-4.695950E+00,+490.930E-03,+494.224E-03
-4.694000E+00,+493.945E-03,+495.128E-03
-4.692050E+00,+490.930E-03,+495.128E-03
-4.690100E+00,+490.930E-03,+494.575E-03
-4.688150E+00,+490.930E-03,+491.158E-03
-4.686200E+00,+490.930E-03,+493.018E-03
-4.684250E+00,+490.930E-03,+494.374E-03
-4.682300E+00,+485.905E-03,+493.369E-03
-4.680350E+00,+490.930E-03,+492.716E-03
-4.678400E+00,+490.930E-03,+494.776E-03
-4.676450E+00,+490.930E-03,+490.505E-03
-4.674500E+00,+490.930E-03,+492.415E-03
-4.672550E+00,+490.930E-03,+492.817E-03
-4.670600E+00,+490.930E-03,+491.560E-03
-4.668650E+00,+490.930E-03,+491.008E-03
-4.666700E+00,+485.905E-03,+491.560E-03
-4.664750E+00,-506.055E-03,+387.389E-03
-4.662800E+00,-498.015E-03,+387.389E-03
-4.660850E+00,-498.015E-03,+387.389E-03
-4.658900E+00,-506.055E-03,+387.389E-03
-4.656950E+00,-506.055E-03,+387.389E-03
-4.655000E+00,-501.030E-03,+387.389E-03
-4.653050E+00,-506.055E-03,+387.389E-03
-4.651100E+00,-498.015E-03,+387.389E-03
-4.649150E+00,-506.055E-03,+387.389E-03
-4.647200E+00,-502.538E-03,+387.389E-03
-4.645250E+00,-498.015E-03,+387.389E-03
-4.643300E+00,-502.538E-03,+387.389E-03
-4.641350E+00,-498.518E-03,+387.389E-03
-4.639400E+00,-501.030E-03,+387.389E-03
-4.637450E+00,-498.518E-03,+387.389E-03
-4.635500E+00,-498.015E-03,+387.389E-03
-4.633550E+00,-505.050E-03,+387.389E-03
-4.631600E+00,-498.015E-03,+387.389E-03
-4.629650E+00,-498.518E-03,+387.389E-03
-4.627700E+00,-498.015E-03,+387.389E-03
-4.625750E+00,-498.015E-03,+387.389E-03
-4.623800E+00,-498.015E-03,+387.389E-03
-4.621850E+00,-505.050E-03,+387.389E-03
-4.619900E+00,-502.538E-03,+387.389E-03
-4.617950E+00,-506.055E-03,+387.389E-03
