x-axis,3,4
second,Volt,Volt
-4.885000E+00,-506.055E-03,+358.139E-03
-4.883050E+00,-498.015E-03,+358.139E-03
-4.881100E+00,-506.055E-03,+358.139E-03
-4.879150E+00,-505.553E-03,+358.139E-03
-4.877200E+00,-498.015E-03,+358.139E-03
-4.875250E+00,-498.015E-03,+358.139E-03
-4.873300E+00,-498.015E-03,+358.139E-03
-4.871350E+00,-505.553E-03,+358.139E-03
-4.869400E+00,-506.055E-03,+358.139E-03
-4.867450E+00,-505.553E-03,+358.139E-03
-4.865500E+00,-501.533E-03,+358.139E-03
-4.863550E+00,-506.055E-03,+358.139E-03
-4.861600E+00,-501.533E-03,+358.139E-03
-4.859650E+00,-506.055E-03,+358.139E-03
-4.857700E+00,-506.055E-03,+358.139E-03
-4.855750E+00,-498.015E-03,+358.139E-03
-4.853800E+00,-502.035E-03,+358.139E-03
-4.851850E+00,-498.015E-03,+358.139E-03
-4.849900E+00,-498.015E-03,+358.139E-03
-4.847950E+00,-498.015E-03,+358.139E-03
-4.846000E+00,-501.533E-03,+358.139E-03
-4.844050E+00,-513.090E-03,+358.139E-03
-4.842100E+00,-506.055E-03,+358.139E-03
-4.840150E+00,-498.015E-03,+358.139E-03
-4.838200E+00,-502.035E-03,+358.139E-03
-4.836250E+00,-498.015E-03,+358.139E-03
-4.834300E+00,-501.533E-03,+358.139E-03
-4.832350E+00,-498.015E-03,+358.139E-03
-4.830400E+00,-502.035E-03,+358.139E-03
-4.828450E+00,-498.015E-03,+358.139E-03
-4.826500E+00,-498.015E-03,+358.139E-03
-4.824550E+00,-506.055E-03,+358.139E-03
-4.822600E+00,-506.055E-03,+358.139E-03
-4.820650E+00,-498.015E-03,+358.139E-03
-4.818700E+00,-506.055E-03,+358.139E-03
-4.816750E+00,-505.553E-03,+358.139E-03
-4.814800E+00,-501.533E-03,+358.139E-03
-4.812850E+00,-498.015E-03,+358.139E-03
-4.810900E+00,-498.015E-03,+358.139E-03
-4.808950E+00,-498.015E-03,+358.139E-03
-4.807000E+00,-506.055E-03,+358.139E-03
-4.805050E+00,-505.553E-03,+358.139E-03
-4.803100E+00,-498.518E-03,+358.139E-03
-4.801150E+00,-506.055E-03,+358.139E-03
-4.799200E+00,-502.035E-03,+358.139E-03
-4.797250E+00,-498.015E-03,+358.139E-03
-4.795300E+00,-501.533E-03,+358.139E-03
-4.793350E+00,-505.553E-03,+358.139E-03
-4.791400E+00,-502.035E-03,+358.139E-03
-4.789450E+00,-498.015E-03,+358.139E-03
-4.787500E+00,-502.035E-03,+358.139E-03
-4.785550E+00,-498.015E-03,+358.139E-03
-4.783600E+00,-506.055E-03,+358.139E-03
-4.781650E+00,-505.553E-03,+358.139E-03
-4.779700E+00,-501.533E-03,+358.139E-03
-4.777750E+00,-506.055E-03,+358.139E-03
-4.775800E+00,-502.035E-03,+358.139E-03
-4.773850E+00,-506.055E-03,+358.139E-03
-4.771900E+00,-501.533E-03,+358.139E-03
-4.769950E+00,-506.055E-03,+358.139E-03
-4.768000E+00,-506.055E-03,+358.139E-03
-4.766050E+00,-505.553E-03,+358.139E-03
-4.764100E+00,-498.015E-03,+358.139E-03
-4.762150E+00,-498.015E-03,+358.139E-03
-4.760200E+00,-506.055E-03,+358.139E-03
-4.758250E+00,-498.015E-03,+358.139E-03
-4.756300E+00,+486.910E-03,+358.139E-03
-4.754350E+00,+482.889E-03,+358.139E-03
-4.752400E+00,+490.930E-03,+358.139E-03
-4.750450E+00,+490.930E-03,+358.139E-03
-4.748500E+00,+486.407E-03,+358.139E-03
-4.746550E+00,+490.930E-03,+358.139E-03
-4.744600E+00,+486.910E-03,+358.139E-03
-4.742650E+00,+490.930E-03,+358.139E-03
-4.740700E+00,+490.930E-03,+358.139E-03
-4.738750E+00,+490.930E-03,+358.139E-03
-4.736800E+00,+490.930E-03,+358.139E-03
-4.734850E+00,+490.930E-03,+358.139E-03
-4.732900E+00,+486.910E-03,+358.139E-03
-4.730950E+00,+490.930E-03,+358.139E-03
-4.729000E+00,+486.910E-03,+358.139E-03
-4.727050E+00,+482.889E-03,+358.139E-03
-4.725100E+00,+490.930E-03,+358.139E-03
-4.723150E+00,+482.889E-03,+358.139E-03
-4.721200E+00,+486.407E-03,+358.139E-03
-4.719250E+00,+490.930E-03,+358.139E-03
-4.717300E+00,+486.910E-03,+358.139E-03
-4.715350E+00,+482.889E-03,+358.139E-03
-4.713400E+00,+490.930E-03,+358.139E-03
-4.711450E+00,+490.930E-03,+358.139E-03
-4.709500E+00,+486.407E-03,+358.139E-03
-4.707550E+00,+482.889E-03,+358.139E-03
-4.705600E+00,+490.930E-03,+358.139E-03
-4.703650E+00,+482.889E-03,+358.139E-03
-4.701700E+00,+486.910E-03,+358.139E-03
-4.699750E+00,+489.925E-03,+358.139E-03
-4.697800E+00,+490.930E-03,+358.139E-03
-4.695850E+00,+490.427E-03,+358.139E-03
-4.693900E+00,+490.930E-03,+358.139E-03
-4.691950E+00,+490.930E-03,+358.139E-03
-4.690000E+00,+486.407E-03,+358.139E-03
-4.688050E+00,+490.930E-03,+358.139E-03
-4.686100E+00,+494.950E-03,+358.139E-03
-4.684150E+00,+490.930E-03,+358.139E-03
-4.682200E+00,+490.930E-03,+358.139E-03
-4.680250E+00,+490.930E-03,+358.139E-03
-4.678300E+00,+490.930E-03,+358.139E-03
-4.676350E+00,+490.930E-03,+358.139E-03
-4.674400E+00,+490.930E-03,+358.139E-03
-4.672450E+00,+490.930E-03,+358.139E-03
-4.670500E+00,+490.930E-03,+358.139E-03
-4.668550E+00,+490.930E-03,+358.139E-03
-4.666600E+00,+494.447E-03,+358.139E-03
-4.664650E+00,+490.930E-03,+358.139E-03
-4.662700E+00,+490.930E-03,+358.139E-03
-4.660750E+00,+490.930E-03,+358.139E-03
-4.658800E+00,+490.930E-03,+358.139E-03
-4.656850E+00,+490.930E-03,+358.139E-03
-4.654900E+00,+490.930E-03,+451.758E-03
-4.652950E+00,+490.930E-03,+358.139E-03
